                  user                                           modified                                            added  modified_centrality  all_centrality  modified_proximity  all_proximity  modified_changeExtent  all_changeExtent
561           wlangfor                                                [5]                                               []             0.857143       16.350649            0.086957      27.540347               0.450000          1.858958
562           wlangfor                                                [5]                                               []             0.857143       16.350649            0.000000      27.337344               0.000000          1.373074
563           wlangfor                                              [120]                                               []             0.389610       16.350649            0.812500      28.632087               0.083045          1.341419
564           wlangfor                                              [120]                                               []             0.389610       16.350649            0.615385      26.664674               0.000000          1.230467
565               nico                                              [118]                                               []             0.259740       16.350649            1.000000      34.607459               0.000000          1.571268
566               nico                                                [9]                                               []             0.532468       16.350649            1.000000      32.053917               0.000000          1.391510
567              david                                               [15]                                               []             0.597403       16.350649            0.000000       0.000000               0.238516          2.104240
568              rain1                                               [15]                                               []             0.602564       16.153846            0.000000       0.000000               0.239859          2.102293
569  roland.dowdeswell                                              [102]                                               []             0.417722       15.962025            0.000000       0.000000               0.019366          2.100352
570           wlangfor                                        [9, 11, 18]                                               []             1.437500       15.775000            2.725920      24.145499               0.130435          1.266078
571           wlangfor                                               [22]                                               []             0.550000       15.775000            0.818182      24.281682               0.000000          1.120127
572           wlangfor                                               [11]                                               []             0.575000       15.775000            0.777778      20.630987               0.000000          1.105675
573            @total@                                                 []                                               []           681.898265     9254.734509          764.075109   12192.009550              72.623016        618.080785
