+--------+-------------------+-----------------+--------------+-----------------------+-------+-------+
| commit |        user       | changed_objects | top 10 pred  |         score         | top 3 | top 5 |
|        |                   |                 | (81, 0.356)  |                       |       |       |
|        |                   |                 | (82, 0.356)  |                       |       |       |
|  107   | christianbender89 |       [94]      | (73, 0.356)  |  0.028080138823158244 |   0   |   0   |
|        |                   |                 | (74, 0.356)  |                       |       |       |
|        |                   |                 | (75, 0.356)  |                       |       |       |
|        |                   |                 | (76, 0.356)  |                       |       |       |
|        |                   |                 | (77, 0.356)  |                       |       |       |
|        |                   |                 | (78, 0.356)  |                       |       |       |
|        |                   |                 | (79, 0.356)  |                       |       |       |
|        |                   |                 | (80, 0.356)  |                       |       |       |
|        |                   |                 | (81, 0.356)  |                       |       |       |
|        |                   |                 | (82, 0.356)  |                       |       |       |
|  108   | christianbender89 |       [39]      | (73, 0.362)  | 0.0020451446750492357 |   0   |   0   |
|        |                   |                 | (74, 0.362)  |                       |       |       |
|        |                   |                 | (75, 0.362)  |                       |       |       |
|        |                   |                 | (76, 0.362)  |                       |       |       |
|        |                   |                 | (77, 0.362)  |                       |       |       |
|        |                   |                 | (78, 0.362)  |                       |       |       |
|        |                   |                 | (79, 0.362)  |                       |       |       |
|        |                   |                 | (80, 0.362)  |                       |       |       |
|        |                   |                 | (81, 0.362)  |                       |       |       |
|        |                   |                 | (82, 0.362)  |                       |       |       |
|  111   | christianbender89 |      [105]      | (73, 0.357)  | 0.0003898939488459139 |   0   |   0   |
|        |                   |                 | (74, 0.357)  |                       |       |       |
|        |                   |                 | (75, 0.357)  |                       |       |       |
|        |                   |                 | (76, 0.357)  |                       |       |       |
|        |                   |                 | (77, 0.357)  |                       |       |       |
|        |                   |                 | (78, 0.357)  |                       |       |       |
|        |                   |                 | (79, 0.357)  |                       |       |       |
|        |                   |                 | (80, 0.357)  |                       |       |       |
|        |                   |                 | (81, 0.357)  |                       |       |       |
|        |                   |                 | (82, 0.357)  |                       |       |       |
